date,reserve,min,max,planned,coal
2017-04-26,39.307,40.0,350.0,28.82405133430148,антрацитове вугілля
2017-03-01,37.206,40.0,350.0,71.20375365765764,антрацитове вугілля
2017-03-07,38.413,40.0,350.0,37.459764703514786,антрацитове вугілля
2017-07-12,335.1,40.0,350.0,93.63870967741934,антрацитове вугілля
2017-03-29,40.748,40.0,350.0,34.439026772344434,антрацитове вугілля
2017-07-17,320.078,40.0,350.0,98.42903225806451,антрацитове вугілля
2017-03-28,40.748,40.0,350.0,34.597357345399466,антрацитове вугілля
2017-04-07,40.746,40.0,350.0,32.73043896064866,антрацитове вугілля
2017-06-01,124.283,40.0,350.0,97.2726566638514,антрацитове вугілля
2017-03-22,40.748,40.0,350.0,35.08480610768936,антрацитове вугілля
2017-03-21,40.748,40.0,350.0,35.243136680744385,антрацитове вугілля
2017-03-02,38.413,40.0,350.0,70.81117010636441,антрацитове вугілля
2017-03-27,40.748,40.0,350.0,34.75568791845449,антрацитове вугілля
2017-07-25,316.692,40.0,350.0,106.09354838709677,антрацитове вугілля
2017-04-18,39.307,40.0,350.0,30.4688461243424,антрацитове вугілля
2017-07-07,311.5,15,350.0,88.8483870967742,антрацитове вугілля
2017-04-03,40.748,40.0,350.0,33.55283635566912,антрацитове вугілля
2017-06-20,241.927,40.0,350.0,65.44616631725084,антрацитове вугілля
2017-03-15,41.267,40.0,350.0,36.19312011907456,антрацитове вугілля
2017-05-31,34.66,40.0,350.0,95.22835946342516,антрацитове вугілля
2017-07-24,319.9,40.0,350.0,105.13548387096773,антрацитове вугілля
2017-03-13,38.413,40.0,350.0,36.509781265184614,антрацитове вугілля
2017-03-31,40.748,40.0,350.0,34.122365626234384,антрацитове вугілля
2017-06-06,146.265,40.0,350.0,42.8002156999669,антрацитове вугілля
2017-06-08,151.165,40.0,350.0,46.03535150243603,антрацитове вугілля
2017-05-29,34.66,40.0,350.0,91.13976506257269,антрацитове вугілля
2017-03-10,38.413,40.0,350.0,36.9847729843497,антрацитове вугілля
2017-04-28,39.307,40.0,350.0,28.41285263679125,антрацитове вугілля
