date,reserve,min,max,planned,coal_type
2017-06-09,299.879,100.0,310.0,311.4383754255441,Г
2017-07-28,183.623,100.0,310.0,266.4893491113555,Г
2017-04-05,208.855,100.0,310.0,233.99951522865877,Г
2017-06-07,304.435,100.0,310.0,311.2633736223499,Г
2017-07-19,211.501,100.0,310.0,282.0796128842405,Г
2017-04-04,207.287,100.0,310.0,232.3437501625139,Г
2017-05-19,294.538,100.0,310.0,216.73209912434413,Г
2017-04-19,250.398,100.0,310.0,257.18022615468675,Г
2017-06-16,289.982,100.0,310.0,312.0508817367239,Г
2017-06-02,302.586,100.0,310.0,310.8258691143643,Г
2017-03-16,144.577,100.0,310.0,170.48605436178832,Г
2017-05-05,283.857,100.0,310.0,283.6028839540122,Г
2017-07-20,211.755,100.0,310.0,280.34736135391995,Г
2017-02-22,120.415,100.0,310.0,105.2449352249048,Г
2017-05-24,304.305,100.0,310.0,224.9239453813281,Г
2017-06-13,295.613,100.0,310.0,311.78837903193255,Г
2017-03-14,142.576,100.0,310.0,164.19991087446883,Г
2017-07-14,233.62699999999995,100.0,310.0,290.7408705358432,Г
2017-04-20,248.841,100.0,310.0,258.8359912208316,Г
2017-06-21,278.241,100.0,310.0,312.4883862447095,Г
2017-07-11,244.51799999999997,100.0,310.0,295.93762512680485,Г
2017-05-26,304.543,100.0,310.0,228.2006838841217,Г
2017-07-26,190.678,100.0,310.0,269.95385217199663,Г
2017-04-14,221.977,100.0,310.0,248.90140082396246,Г
2017-04-11,208.687,100.0,310.0,243.9341056255279,Г
2017-05-12,289.927,100.0,310.0,205.26351436456656,Г
2017-04-10,208.634,100.0,310.0,242.27834055938303,Г
2017-05-18,295.568,100.0,310.0,215.09372987294734,Г
2017-02-28,123.17,100.0,310.0,100.7519107245347,Г
2017-07-21,203.223,100.0,310.0,278.61510982359937,Г
2017-03-20,157.612,100.0,310.0,183.0583413364273,Г
2017-07-31,194.631,100.0,310.0,261.2925945203939,Г
2017-05-15,292.143,100.0,310.0,210.17862211875695,Г
2017-05-22,301.533,100.0,310.0,221.64720687853452,Г
2017-02-20,109.328,100.0,310.0,106.74261005836148,Г
2017-03-06,131.549,100.0,310.0,139.05533692519086,Г
2017-06-12,297.16,100.0,310.0,311.70087813033547,Г
2017-06-19,279.965,100.0,310.0,312.31338444151527,Г
2017-06-27,268.395,100.0,310.0,313.0133916542922,Г
2017-04-25,251.02,100.0,310.0,267.1148165515559,Г
2017-03-30,196.808,100.0,310.0,221.09031147675984,Г
2017-04-06,207.266,100.0,310.0,235.65528029480362,Г
2017-06-22,274.119,100.0,310.0,312.5758871463066,Г
2017-07-10,247.24899999999997,100.0,310.0,297.6698766571254,Г
2017-06-15,293.011,100.0,310.0,311.96338083512677,Г
2017-02-27,122.015,100.0,310.0,101.50074814126305,Г
2017-03-03,126.449,100.0,310.0,129.62612169421163,Г
2017-05-11,291.285,100.0,310.0,203.62514511316976,Г
2017-05-17,293.2,100.0,310.0,213.45536062155054,Г
2017-04-21,245.25,100.0,310.0,260.49175628697645,Г
2017-03-24,165.374,100.0,310.0,202.2318810148014,Г
2017-06-23,270.706,100.0,310.0,312.6633880479037,Г
2017-05-30,308.172,100.0,310.0,234.75416088970888,Г
2017-05-04,274.536,100.0,310.0,281.9645147026154,Г
2017-03-23,162.752,100.0,310.0,199.08880927114163,Г
2017-06-14,290.785,100.0,310.0,311.8758799335297,Г
2017-04-12,215.576,100.0,310.0,245.58987069167276,Г
2017-05-03,277.341,100.0,310.0,280.3261454512186,Г
2017-04-27,254.916,100.0,310.0,270.4263466838456,Г
2017-05-10,290.846,100.0,310.0,201.98677586177297,Г
2017-05-23,300.066,100.0,310.0,223.28557612993131,Г
2017-03-17,153.342,100.0,310.0,173.62912610544805,Г
2017-07-05,256.799,100.0,310.0,306.3311343087281,Г
2017-04-24,252.307,100.0,310.0,265.459051485411,Г
2017-02-24,123.153,100.0,310.0,103.7472603914481,Г
2017-02-23,117.093,100.0,310.0,104.49609780817644,Г
2017-05-13,287.292,100.0,310.0,206.90188361596336,Г
2017-07-27,185.249,100.0,310.0,268.2216006416761,Г
2017-06-26,269.139,100.0,310.0,312.92589075269507,Г
2017-05-16,291.577,100.0,310.0,211.81699137015374,Г
2017-03-09,139.557,100.0,310.0,148.4845521561701,Г
2017-04-13,218.774,100.0,310.0,247.2456357578176,Г
2017-07-18,215.958,100.0,310.0,283.811864414561,Г
2017-07-13,242.46299999999994,100.0,310.0,292.47312206616374,Г
2017-05-25,305.264,100.0,310.0,226.5623146327249,Г
2017-04-26,250.961,100.0,310.0,268.7705816177007,Г
2017-03-01,127.556,100.0,310.0,100.00307330780635,Г
2017-03-07,139.925,100.0,310.0,142.19840866885062,Г
2017-07-12,238.65799999999996,100.0,310.0,294.2053735964843,Г
2017-03-29,195.008,100.0,310.0,217.9472397331001,Г
2017-07-17,218.093,100.0,310.0,285.5441159448816,Г
2017-03-28,189.118,100.0,310.0,214.80416798944034,Г
2017-04-07,205.319,100.0,310.0,237.31104536094847,Г
2017-06-01,300.303,100.0,310.0,238.03089939250248,Г
2017-03-22,160.728,100.0,310.0,189.34448482374677,Г
2017-03-21,155.087,100.0,310.0,186.20141308008704,Г
2017-03-02,128.809,100.0,310.0,103.323535413889,Г
2017-03-27,184.014,100.0,310.0,211.6610962457806,Г
2017-07-25,192.28,100.0,310.0,271.6861037023172,Г
2017-04-18,247.333,100.0,310.0,255.5244610885419,Г
2017-07-07,248.674,100.0,310.0,302.866631248087,Г
2017-04-03,198.121,100.0,310.0,230.68798509636903,Г
2017-06-20,277.894,100.0,310.0,312.40088534311235,Г
2017-03-15,143.895,100.0,310.0,167.34298261812856,Г
2017-05-31,302.694,100.0,310.0,236.39253014110568,Г
2017-07-24,200.001,100.0,310.0,273.41835523263774,Г
2017-03-13,142.399,100.0,310.0,161.05683913080907,Г
2017-03-31,195.505,100.0,310.0,224.23338322041957,Г
2017-06-06,306.823,100.0,310.0,311.17587272075275,Г
2017-06-08,301.755,100.0,310.0,311.35087452394697,Г
2017-05-29,308.605,100.0,310.0,233.1157916383121,Г
2017-03-10,138.289,100.0,310.0,151.62762389982984,Г
2017-04-28,260.71,100.0,310.0,272.0821117499905,Г
