date,reserve,min,max,planned,coal_type
2017-06-20,400.45,100.0,583.0,442.4981950226104,Г
2017-03-15,281.805,100.0,583.0,215.76488408834751,Г
2017-05-31,382.818,100.0,583.0,245.7800632359972,Г
2017-07-24,193.073,100.0,583.0,436.41106390907873,Г
2017-03-13,277.021,100.0,583.0,209.66581933197563,Г
2017-03-31,339.135,100.0,583.0,258.41760133718356,Г
2017-06-06,388.435,100.0,583.0,420.36823515941535,Г
2017-06-08,389.62,100.0,583.0,423.5296579970147,Г
2017-05-29,386.183,100.0,583.0,244.5933830412393,Г
2017-03-10,265.446,100.0,583.0,200.51722219741777,Г
2017-04-28,338.708,100.0,583.0,312.9181612594342,Г
